accession	strain	subtype	date	host	host_common_name	location	region	passage_history	length
KX237719.1	A/Czech Republic/74/2016	H1N1	2016-02-15	Homo sapiens		Czech Republic: Prague	Europe		1743
OR873847.1	A/Kenya/CDC-Nakuru/045/2016	H1N1	2016-02-15	Homo sapiens		Kenya	Africa		1701
KX410635.1	A/Iowa/01/2016	H1N1	2016-02-19	Homo sapiens		USA	North America		1752
CY210122.1	A/South Korea/5551/2016	H1N1	2016-02-20	Homo sapiens		South Korea	Asia		1701
PV821230.1	A/swine/England/153554/2016	H1N2	2016-02-23	Sus scrofa		United Kingdom: England	Europe		1701
KX407699.1	A/Montana/28/2016	H1N1	2016-02-28	Homo sapiens		USA	North America		1752
MK075071.1	A/swine/Italy/127577/2016	H1N2	2016-03	Sus scrofa		Italy	Europe		1695
CY208366.1	A/Massachusetts/5133/2016	H1N1	2016-03-02	Homo sapiens		USA: Massachusetts	North America	PMK1 passage(s)	1701
MH329116.1	A/Taiwan/00988/2016	H1N1	2016-03-04	Homo sapiens		Taiwan	Asia		1701
CY209783.1	A/Nebraska/5298/2016	H1N1	2016-03-10	Homo sapiens		USA: Nebraska	North America		1701
CY210052.1	A/South Dakota/5481/2016	H1N1	2016-03-25	Homo sapiens		USA: South Dakota	North America		1701
KX919220.1	A/Pennsylvania/75/2016	H1N1	2016-03-28	Homo sapiens		USA	North America		1752
MH396605.1	A/swine/Rancagua/VN1401-1909/2016	H1N2	2016-03-29	Sus scrofa scrofa		Chile	South America		1778
KY925272.1	A/Cruz Alta/LACENRS-428/2016	H1N1	2016-04-07	Homo sapiens		Brazil	South America		1777
OR873851.1	A/Kenya/CDC-Nakuru/051/2016	H1N1	2016-04-08	Homo sapiens		Kenya	Africa		1701
KY925857.1	A/Porto Alegre/LACENRS-503/2016	H1N1	2016-04-08	Homo sapiens		Brazil	South America		1777
KX411523.1	A/Washington/54/2016	H1N1	2016-04-12	Homo sapiens		USA	North America		1752
OR873852.1	A/Kenya/CDC-Nakuru/052/2016	H1N1	2016-04-13	Homo sapiens		Kenya	Africa		1701
MN220694.1	A/Moscow/rWSN/2016	H1N1	2016-04-15	Homo sapiens		Russia: Moscow	Europe	Laboratory of Genetics of RNA viruses, Mechnikov Research Institute for Vaccines and Sera, Moscow, Russia	1732
MH329131.1	A/Taiwan/01623/2016	H1N1	2016-04-17	Homo sapiens		Taiwan	Asia		1701
OR873783.1	A/Kenya/CDC-Kakamega/067/2016	H1N1	2016-04-18	Homo sapiens		Kenya	Africa		1701
KY925242.1	A/Porto Alegre/LACENRS-934/2016	H1N1	2016-04-19	Homo sapiens		Brazil	South America		1777
KY925587.1	A/Porto Alegre/LACENRS-1009/2016	H1N1	2016-04-21	Homo sapiens		Brazil	South America		1777
KX523731.1	A/California/NHRC_W7416A/2016	H1N1	2016-04-22	Homo sapiens		USA: California	North America		1701
KY926363.1	A/Passo Fundo/LACENRS-1138/2016	H1N1	2016-04-23	Homo sapiens		Brazil	South America		1777
KY925910.1	A/Gravatai/LACENRS-1113/2016	H1N1	2016-04-24	Homo sapiens		Brazil	South America		1777
KY925951.1	A/Canoas/LACENRS-1105/2016	H1N1	2016-04-25	Homo sapiens		Brazil	South America		1777
KY926257.1	A/Torres/LACENRS-1102/2016	H1N1	2016-04-25	Homo sapiens		Brazil	South America		1777
KX915660.1	A/Florida/63/2016	H1N1	2016-05-02	Homo sapiens		USA	North America		1752
KY925549.1	A/Porto Alegre/LACENRS-1318/2016	H1N1	2016-05-02	Homo sapiens		Brazil	South America		1777
KX915996.1	A/Alaska/20/2016	H1N1	2016-05-06	Homo sapiens		USA	North America		1752
PX326952.1	A/New Zealand/16CF0212/2016	H1N1	2016-06	Homo sapiens		New Zealand	Oceania		1701
PX319113.1	A/New Zealand/16CF0267/2016	H1N1	2016-06	Homo sapiens		New Zealand	Oceania		1701
PX319224.1	A/New Zealand/16HB0830/2016	H1N1	2016-06	Homo sapiens		New Zealand	Oceania		1701
PX335340.1	A/New Zealand/16HB1178/2016	H1N1	2016-06	Homo sapiens		New Zealand	Oceania		1701
MF564213.1	A/Assam/RMRC_449/2016	H1N1	2016-06-06	Homo sapiens		India	Asia		1701
MF564204.1	A/Assam/RMRC_527/2016	H1N1	2016-06-21	Homo sapiens		India	Asia		1701
MH134723.1	A/yellow-billed pintail/Chile/C13198/2016	H1N1	2016-06-23	Anas georgica		Chile	South America		1777
PX332218.1	A/New Zealand/16CF0371/2016	H1N1	2016-07	Homo sapiens		New Zealand	Oceania		1701
PX326967.1	A/New Zealand/16CF0383/2016	H1N1	2016-07	Homo sapiens		New Zealand	Oceania		1701
PX335238.1	A/New Zealand/16CF0396/2016	H1N1	2016-07	Homo sapiens		New Zealand	Oceania		1701
OR873721.1	A/Kenya/CDC-KNH/089/2016	H1N1	2016-07-04	Homo sapiens		Kenya	Africa		1701
OR873784.1	A/Kenya/CDC-Kakamega/068/2016	H1N1	2016-07-11	Homo sapiens		Kenya	Africa		1701
MT068648.1	A/swine/Brazil/134-16-1/2016	H1N1	2016-07-14	Sus scrofa		Brazil	South America		1758
OR873786.1	A/Kenya/CDC-Kakamega/070/2016	H1N1	2016-07-25	Homo sapiens		Kenya	Africa		1701
MT658732.1	A/duck/China/1/2016	H1N1	2016-07-28	Anatidae		China	Asia		1731
PX324177.1	A/New Zealand/16CF0539/2016	H1N1	2016-08	Homo sapiens		New Zealand	Oceania		1701
PX344197.1	A/New Zealand/16CF0617/2016	H1N1	2016-08	Homo sapiens		New Zealand	Oceania		1701
PX329651.1	A/New Zealand/16CF0638/2016	H1N1	2016-08	Homo sapiens		New Zealand	Oceania		1701
PX346813.1	A/New Zealand/16CF0679/2016	H1N1	2016-08	Homo sapiens		New Zealand	Oceania		1701
OL371367.1	A/wild waterbird/Queensland/P16-10643-19/2016	H1N1	2016-08-01			Australia: Queensland	Oceania		1701
KY872760.1	A/Kenya/017/2016	H1N1	2016-08-10	Homo sapiens		Kenya	Africa		1777
OR873787.1	A/Kenya/CDC-Kakamega/071/2016	H1N1	2016-08-10	Homo sapiens		Kenya	Africa		1701
CY235323.1	A/mallard/Idaho/UGAI16-1971/2016	H1N1	2016-08-18	Anas platyrhynchos		USA: Idaho	North America		1746
OR873788.1	A/Kenya/CDC-Kakamega/072/2016	H1N1	2016-08-22	Homo sapiens		Kenya	Africa		1701
PX346871.1	A/New Zealand/16HB2236/2016	H1N1	2016-09	Homo sapiens		New Zealand	Oceania		1701
KY368158.1	A/swine/Italy/285959-3/2016	H1N1	2016-10	Sus scrofa		Italy	Europe		1701
MN416645.1	A/swine/Shandong/36/2016	H1N1	2016-10	Sus scrofa		China: Shandong	Asia		1701
MN416649.1	A/swine/Shandong/9/2016	H1N1	2016-10	Sus scrofa		China: Shandong	Asia		1701
KY872761.1	A/Kenya/022/2016	H1N1	2016-10-02	Homo sapiens		Kenya	Africa		1777
KY286410.1	A/swine/Minnesota/A01785238/2016	H1N1	2016-10-31	Sus scrofa		USA: Minnesota	North America		1701
MG962504.1	A/swine/Western Australia/AS16-3457-09/2016	H1N2	2016-11-08	Sus scrofa		Australia: Western Australia	Oceania		1728
PQ193346.1	A/swine/Denmark/16-20178-1/2016	H1N2	2016-12-09	Sus scrofa		Denmark	Europe		1701
OQ179067.1	A/swine/Ohio/67498/2016	H1N1	2016-12-20	Sus scrofa		USA: Ohio	North America		1701
MT666546.1	A/swine/Denmark/2017_11771_1_1p1/2017	H1N2	2017-01	Sus scrofa		Denmark	Europe		1701
MT666912.1	A/swine/Denmark/2017_1287_4_4p1_Sw-L/2017	H1N1	2017-01	Sus scrofa		Denmark	Europe		1701
MT666752.1	A/swine/Denmark/2017_2858_2_2p1/2017	H1N2	2017-01	Sus scrofa		Denmark	Europe		1701
MF319573.1	A/India/C1721657/2017	H1N1	2017-01-27	Homo sapiens		India: Chennai	Asia		1701
CY231246.1	A/Utah/07/2017	H1N1	2017-02-03	Homo sapiens		USA: Utah	North America		1752
MG982610.1	A/shandong-zhifu/SWL1145/2017	H1N1	2017-02-11	Homo sapiens		China	Asia		1701
MT379230.1	A/swine/France/59-170058/2017	H1N2	2017-02-13	Sus scrofa		France	Europe	MDCK cells	1765
MN410797.1	A/swine/Denmark/HB2221U1HA/2017	H1N2	2017-03	Sus scrofa		Denmark	Europe		1698
MW220793.1	A/swine/Italy/44482/2017	H1N1	2017-03-13	Sus scrofa		Italy	Europe		1701
CY232650.1	A/North Carolina/23/2017	H1N1	2017-03-23	Homo sapiens		USA: North Carolina	North America		1752
MT378854.1	A/swine/France/29-170114/2017	H1N1	2017-04-03	Sus scrofa		France	Europe	MDCK cells	1777
MN200963.1	A/swine/Western Australia/AS-17-3313-0004/2017	H1N1	2017-04-07	Sus scrofa		Australia: Western Australia	Oceania		1744
MW846581.1	A/swine/Illinois/B1704DTW27/2017	H1N2	2017-04-19	Sus scrofa scrofa		USA	North America		1748
MG905600.1	A/Kolkata/NICED-0010/2017	H1N1	2017-05	Homo sapiens		India: Kolkata	Asia		1701
PX329720.1	A/New Zealand/17CF0073/2017	H1N1	2017-05	Homo sapiens		New Zealand	Oceania		1701
PX324274.1	A/New Zealand/17CF0094/2017	H1N1	2017-05	Homo sapiens		New Zealand	Oceania		1701
PX346887.1	A/New Zealand/17CF0168/2017	H1N1	2017-05	Homo sapiens		New Zealand	Oceania		1701
MZ484011.1	A/swine/Italy/17-66778-1/2017	H1N2	2017-05-04	Sus scrofa		Italy	Europe		1721
MN932171.1	A/swine/Spain/019/2017	H1N1	2017-05-04	Sus scrofa		Spain	Europe		1692
MG271896.1	A/India/NAN1726753/2017	H1N1	2017-05-16	Homo sapiens		India: Nanded	Asia		1701
MG271897.1	A/India/P1726853/2017	H1N1	2017-05-18	Homo sapiens		India: Pune	Asia		1701
MH346952.1	A/swine/Rancagua/VN1401-2741/2017	H1N1	2017-05-19	Sus scrofa domesticus		Chile	South America		1777
MH499022.1	A/yellow-billed teal/Chile/C26822/2017	H1N9	2017-05-30	Anas flavirostris		Chile	South America		1701
PX344286.1	A/New Zealand/17CF0179/2017	H1N1	2017-06	Homo sapiens		New Zealand	Oceania		1701
PX327371.1	A/New Zealand/17HB0469/2017	H1N1	2017-06	Homo sapiens		New Zealand	Oceania		1701
PX335643.1	A/New Zealand/17HB0491/2017	H1N1	2017-06	Homo sapiens		New Zealand	Oceania		1701
PX335647.1	A/New Zealand/17HB0533/2017	H1N1	2017-06	Homo sapiens		New Zealand	Oceania		1701
MH498857.1	A/yellow-billed pintail/Chile/C26936/2017	H1N9	2017-06-07	Anas georgica		Chile	South America		1701
PX347021.1	A/New Zealand/17CF0971/2017	H1N1	2017-07	Homo sapiens		New Zealand	Oceania		1701
PX319423.1	A/New Zealand/17CF1185/2017	H1N1	2017-07	Homo sapiens		New Zealand	Oceania		1701
MZ945894.1	A/swine/Spain/40340-1/2017	H1N1	2017-07-04	Sus scrofa		Spain	Europe		1778
MH316121.1	A/Kenya/057/2017	H1N1	2017-07-12	Homo sapiens		Kenya	Africa		1752
OQ168013.1	A/swine/Poland/AGR_170718_OF5/2017	H1N2	2017-07-18	Sus scrofa		Poland	Europe		1701
MT803155.1	A/Thailand/CU-B22888/2017	H1N1	2017-07-24	Homo sapiens		Thailand	Asia		1701
PX327315.1	A/New Zealand/17CF1770/2017	H1N1	2017-08	Homo sapiens		New Zealand	Oceania		1701
PX319475.1	A/New Zealand/17CF1823/2017	H1N1	2017-08	Homo sapiens		New Zealand	Oceania		1701
PX327379.1	A/New Zealand/17HB0628/2017	H1N1	2017-08	Homo sapiens		New Zealand	Oceania		1701
MT068723.1	A/swine/Brazil/299-17-3/2017	H1N2	2017-08	Sus scrofa		Brazil	South America		1775
MG271908.1	A/India/S1730298/2017	H1N1	2017-08-07	Homo sapiens		India: Srinagar	Asia		1701
MT068819.1	A/swine/Brazil/356-17/2017	H1N2	2017-08-14	Sus scrofa		Brazil	South America		1777
MH347004.1	A/swine/Rancagua/VN1401-2893/2017	H1N2	2017-08-18	Sus scrofa domesticus		Chile	South America		1778
MH211342.1	A/India/1842489/2017	H1N1	2017-08-24	Homo sapiens		India	Asia		1709
MH211344.1	A/India/1842492/2017	H1N1	2017-08-24	Homo sapiens		India	Asia		1709
MH346855.1	A/swine/Rancagua/VN1401-2937/2017	H1N2	2017-08-24	Sus scrofa domesticus		Chile	South America		1778
MH346689.1	A/swine/Coihueco/VN1401-2979/2017	H1N1	2017-08-30	Sus scrofa domesticus		Chile	South America		1777
PX332605.1	A/New Zealand/17CF2329/2017	H1N1	2017-09	Homo sapiens		New Zealand	Oceania		1701
MH211424.1	A/India/1741154/2017	H1N1	2017-09-06	Homo sapiens		India	Asia		1709
CY257509.1	A/Mississippi/22/2017	H1N1	2017-09-07	Homo sapiens		USA: Mississippi	North America		1752
MT068758.1	A/swine/Brazil/523-17/2017	H1N2	2017-09-11	Sus scrofa		Brazil	South America		1774
MH782139.1	A/India/Che-1740977/2017	H1N1	2017-09-20	Homo sapiens		India	Asia		1739
MT041181.1	A/swine/Brazil/91-18-48/2017	H1N1	2017-09-25	Sus scrofa		Brazil	South America		1777
MH347177.1	A/swine/Melipilla/VN1401-3121/2017	H1N2	2017-10-04	Sus scrofa domesticus		Chile	South America		1775
MH346575.1	A/swine/Melipilla/VN1401-3123/2017	H1N2	2017-10-04	Sus scrofa domesticus		Chile	South America		1775
MG494744.1	A/swine/North Carolina/A02223226/2017	H1N1	2017-10-09	Sus scrofa		USA: North Carolina	North America		1701
MT041141.1	A/swine/Brazil/525-17/2017	H1N1	2017-10-16	Sus scrofa		Brazil	South America		1779
MG520675.1	A/swine/Minnesota/A01785324/2017	H1N2	2017-10-20	Sus scrofa		USA: Minnesota	North America		1698
MN549959.1	A/Luoyang/JN05-LY175111/2017	H1N1	2017-10-28	Homo sapiens		China: Luoyang	Asia		1777
CY261834.1	A/Arizona/61/2017	H1N1	2017-10-29	Homo sapiens		USA: Arizona	North America		1752
MG978867.1	A/Pennsylvania/266/2017	H1N1	2017-11-03	Homo sapiens		USA: Pennsylvania	North America		1752
MG815810.1	A/Kenya/045/2017	H1N1	2017-11-06	Homo sapiens		Kenya	Africa		1752
MG662707.1	A/swine/Minnesota/A01785350/2017	H1N1	2017-11-08	Sus scrofa		USA: Minnesota	North America		1701
MN932179.1	A/swine/Spain/071/2017	H1N1	2017-11-10	Sus scrofa		Spain	Europe		1692
MG745931.1	A/Tunisia/11196/2017	H1N1	2017-11-15	Homo sapiens		Tunisia	Africa		1701
MH347220.1	A/swine/Rancagua/VN1401-3254/2017	H1N2	2017-11-15	Sus scrofa domesticus		Chile	South America		1778
CY261954.1	A/Illinois/37/2017	H1N1	2017-11-18	Homo sapiens		USA: Illinois	North America		1752
MH083696.1	A/Maryland/94/2017	H1N1	2017-11-30	Homo sapiens		USA: Maryland	North America		1752
MG745929.1	A/Tunisia/11799/2017	H1N1	2017-11-30	Homo sapiens		Tunisia	Africa		1701
MN990041.1	A/swine/Denmark/F02_W1_09_HA/2017	H1N2	2017-12	Sus scrofa		Denmark	Europe		1698
MN540838.1	A/swine/Nigeria/NG-SW26_19RS1081-19/2017	H1N1	2017-12	Sus scrofa		Nigeria	Africa		1750
CY265499.1	A/Washington/322/2017	H1N1	2017-12-03	Homo sapiens		USA: Washington	North America		1752
MG745930.1	A/Tunisia/12017/2017	H1N1	2017-12-07	Homo sapiens		Tunisia	Africa		1701
CY265323.1	A/Texas/314/2017	H1N1	2017-12-09	Homo sapiens		USA: Texas	North America		1752
MG745932.1	A/Tunisia/12233/2017	H1N1	2017-12-12	Homo sapiens		Tunisia	Africa		1701
MG745933.1	A/Tunisia/12249/2017	H1N1	2017-12-12	Homo sapiens		Tunisia	Africa		1701
MG745934.1	A/Tunisia/12248/2017	H1N1	2017-12-15	Homo sapiens		Tunisia	Africa		1701
MN550916.1	A/Luoyang/JN06-LY175117/2017	H1N1	2017-12-17	Homo sapiens		China: Luoyang	Asia		1777
CY265459.1	A/Nevada/32/2017	H1N1	2017-12-18	Homo sapiens		USA: Nevada	North America		1752
MZ484046.1	A/swine/Italy/17-165437/2017	H1N2	2017-12-18	Sus scrofa		Italy	Europe		1721
OR949292.1	A/duck/Ilan/17WB0151-36-E1/2017	H1N1	2017-12-21	Anatidae		Taiwan: Ilan	Asia		1777
MT666952.1	A/swine/Denmark/2018_2957_4_1p1_Sw-L/2018	H1N2	2018-01	Sus scrofa		Denmark	Europe		1701
MT666515.1	A/swine/Denmark/2018_4528_2_1p1/2018	H1N2	2018-01	Sus scrofa		Denmark	Europe		1701
MK302145.1	A/swine/France/53-180028-2/2018	H1N1	2018-01-17	Sus scrofa		France	Europe		1701
MT068833.1	A/swine/Brazil/228-18-2/2018	H1N2	2018-01-19	Sus scrofa		Brazil	South America		1775
OR873658.1	A/Kenya/CDC-KNH/002/2018	H1N1	2018-01-22	Homo sapiens		Kenya	Africa		1701
MH126073.1	A/New Mexico/09/2018	H1N1	2018-01-30	Homo sapiens		USA: New Mexico	North America		1752
MN853447.1	A/Beijing/77/2018	H1N1	2018-02	Homo sapiens		China: Beijing	Asia		1701
MN416619.1	A/swine/Henan/SN10/2018	H1N1	2018-02	Sus scrofa		China: Henan	Asia		1701
MH356638.1	A/Kenya/017/2018	H1N1	2018-02-02	Homo sapiens		Kenya	Africa		1752
MH356640.1	A/Kenya/020/2018	H1N1	2018-02-05	Homo sapiens		Kenya	Africa		1751
MH183717.1	A/Michigan/31/2018	H1N1	2018-02-06	Homo sapiens		USA: Michigan	North America		1752
PQ047764.1	A/swine/Spain/6370-1/2018	H1N2	2018-02-06	Sus scrofa		Spain	Europe		1777
MK381476.1	A/Germany/6944/2018	H1N1	2018-02-07	Homo sapiens		Germany	Europe		1701
OP888904.1	A/blackish oystercatcher/Chile/C38127/2018	H1N1	2018-02-07	Haematopus ater		Chile	South America		1777
MH245989.1	A/Hawaii/25/2018	H1N1	2018-02-14	Homo sapiens		USA: Hawaii	North America		1752
MH360038.1	A/Maryland/29/2018	H1N1	2018-02-16	Homo sapiens		USA: Maryland	North America		1752
MN538859.1	A/Quebec/095/2018	H1N1	2018-02-19	Homo sapiens		Canada: Quebec	North America		1701
MH356643.1	A/Kenya/027/2018	H1N1	2018-02-20	Homo sapiens		Kenya	Africa		1752
MH305948.1	A/Ohio/14/2018	H1N1	2018-02-26	Homo sapiens		USA: Ohio	North America		1752
MK502190.1	A/Belgium/7329/2018	H1N1	2018-03-05	Homo sapiens		Belgium	Europe		1701
MN550947.1	A/Urumqi/XJ49-Urumqi180106/2018	H1N1	2018-03-06	Homo sapiens		China: Urumqi	Asia		1777
MT803227.1	A/Thailand/CU-B27898/2018	H1N1	2018-03-08	Homo sapiens		Thailand	Asia		1701
MH182121.1	A/swine/North Carollina/A01785472/2018	H1N1	2018-03-15	Sus scrofa		USA: North Carollina	North America		1701
MT068667.1	A/swine/Brazil/072-18-6/2018	H1N2	2018-03-21	Sus scrofa		Brazil	South America		1774
OR874001.1	A/Kenya/Kilifi/002/2018	H1N1	2018-03-24	Homo sapiens		Kenya	Africa		1701
OR873733.1	A/Kenya/CDC-Kakamega/006/2018	H1N1	2018-03-27	Homo sapiens		Kenya	Africa		1701
MW772539.1	A/swine/Brazil/056-19-4/2018	H1N1	2018-04-01	Sus scrofa		Brazil	South America		1777
MZ477561.1	A/swine/Italy/18-45794-37/2018	H1N1	2018-04-04	Sus scrofa		Italy	Europe		1701
MT068703.1	A/swine/Brazil/274-18/2018	H1N2	2018-04-16	Sus scrofa		Brazil	South America		1775
MH350898.1	A/swine/Nebraska/A02157790/2018	H1N1	2018-04-16	Sus scrofa		USA: Nebraska	North America		1701
MT068710.1	A/swine/Brazil/276-18/2018	H1N2	2018-04-23	Sus scrofa		Brazil	South America		1775
PX347179.1	A/New Zealand/18CF0137/2018	H1N1	2018-05	Homo sapiens		New Zealand	Oceania		1701
OR873814.1	A/Kenya/CDC-Nakuru/013/2018	H1N1	2018-05-21	Homo sapiens		Kenya	Africa		1701
MK898743.1	A/Viet Nam/NHRC_FDPMU-006/2018	H1N1	2018-05-21	Homo sapiens		Viet Nam	Asia		1752
MK692776.1	A/Kenya/41/2018	H1N1	2018-05-28	Homo sapiens		Kenya	Africa		1752
OR873796.1	A/Kenya/CDC-Mombasa/008/2018	H1N1	2018-05-29	Homo sapiens		Kenya	Africa		1701
PX344576.1	A/New Zealand/18CF0234/2018	H1N1	2018-06	Homo sapiens		New Zealand	Oceania		1701
MN990053.1	A/swine/Denmark/F08_W1_16_HA/2018	H1N2	2018-06	Sus scrofa		Denmark	Europe		1698
OR873737.1	A/Kenya/CDC-Kakamega/008/2018	H1N1	2018-06-26	Homo sapiens		Kenya	Africa		1701
PX330220.1	A/New Zealand/18SS7650/2018	H1N1	2018-07	Homo sapiens		New Zealand	Oceania		1701
MT803217.1	A/Thailand/CU-B29290/2018	H1N1	2018-07-09	Homo sapiens		Thailand	Asia		1701
MK692773.1	A/Kenya/51/2018	H1N1	2018-07-16	Homo sapiens		Kenya	Africa		1752
OR873818.1	A/Kenya/CDC-Nakuru/016/2018	H1N1	2018-07-18	Homo sapiens		Kenya	Africa		1701
MT041053.1	A/swine/Brazil/279-18-1/2018	H1N1	2018-07-25	Sus scrofa		Brazil	South America		1777
MT041069.1	A/swine/Brazil/281-18-1/2018	H1N2	2018-07-25	Sus scrofa		Brazil	South America		1775
PX347255.1	A/New Zealand/18CF0791/2018	H1N1	2018-08	Homo sapiens		New Zealand	Oceania		1701
PX341218.1	A/New Zealand/18CF0839/2018	H1N1	2018-08	Homo sapiens		New Zealand	Oceania		1701
PX335750.1	A/New Zealand/18CF0877/2018	H1N1	2018-08	Homo sapiens		New Zealand	Oceania		1701
PX324692.1	A/New Zealand/18CF1026/2018	H1N1	2018-08	Homo sapiens		New Zealand	Oceania		1701
PX324696.1	A/New Zealand/18CF1040/2018	H1N1	2018-08	Homo sapiens		New Zealand	Oceania		1701
PX335798.1	A/New Zealand/18CF1125/2018	H1N1	2018-08	Homo sapiens		New Zealand	Oceania		1701
PX338598.1	A/New Zealand/18SS7678/2018	H1N1	2018-08	Homo sapiens		New Zealand	Oceania		1701
MK692764.1	A/Kenya/57/2018	H1N1	2018-08-01	Homo sapiens		Kenya	Africa		1752
MT041109.1	A/swine/Brazil/281-18-2/2018	H1N1	2018-08-01	Sus scrofa		Brazil	South America		1778
MK692757.1	A/Kenya/64/2018	H1N1	2018-08-08	Homo sapiens		Kenya	Africa		1752
PX324734.1	A/New Zealand/18CF1289/2018	H1N1	2018-09	Homo sapiens		New Zealand	Oceania		1701
PX330194.1	A/New Zealand/18CF1401/2018	H1N1	2018-09	Homo sapiens		New Zealand	Oceania		1701
PX335877.1	A/New Zealand/18SS8031/2018	H1N1	2018-09	Homo sapiens		New Zealand	Oceania		1701
MW772571.1	A/swine/Brazil/068-19-3/2018	H1N2	2018-09-23	Sus scrofa		Brazil	South America		1774
MT068805.1	A/swine/Brazil/246-18-416/2018	H1N1	2018-09-24	Sus scrofa		Brazil	South America		1777
MN201148.1	A/swine/Western Australia/AS-18-3511-0005/2018	H1N1	2018-09-25	Sus scrofa		Australia: Western Australia	Oceania		1701
PV219496.1	A/Nicaragua/7661.08AV1/2018	H1N1	2018-09-28	Homo sapiens		Nicaragua	North America		1752
OR665392.1	A/Turkey/A/2018	H1N1	2018-10	Homo sapiens		Turkey	Asia		1701
MW772776.1	A/swine/Brazil/067-19-1/2018	H1N2	2018-10-04	Sus scrofa		Brazil	South America		1776
MK557361.1	A/Montana/36/2018	H1N1	2018-10-10	Homo sapiens		USA: Montana	North America		1752
MT378646.1	A/swine/France/12-180474/2018	H1N1	2018-10-14	Sus scrofa		France	Europe	MDCK cells	1752
MT803222.1	A/Thailand/CU-B30542/2018	H1N1	2018-10-18	Homo sapiens		Thailand	Asia		1701
MW772579.1	A/swine/Brazil/069-19-4/2018	H1N2	2018-10-29	Sus scrofa		Brazil	South America		1775
MK576224.1	A/Germany/7827/2018	H1N1	2018-10-30	Homo sapiens		Germany	Europe		1701
MK208409.1	A/swine/Iowa/A02268335/2018	H1N1	2018-10-30	Sus scrofa		USA: Iowa	North America		1701
MT378009.1	A/swine/Thailand/CU22630/2018	H1N1	2018-11	Sus scrofa		Thailand	Asia		1701
MK364704.1	A/Michigan/405/2018	H1N1	2018-11-05	Homo sapiens		USA: Michigan	North America		1752
MN932186.1	A/swine/Spain/150/2018	H1N2	2018-11-12	Sus scrofa		Spain	Europe		1692
MW772476.1	A/swine/Brazil/070-19-3/2018	H1N2	2018-11-21	Sus scrofa		Brazil	South America		1777
MT406937.1	A/Anas platyrhynchos/Belgium/11958/2018	H1N1	2018-11-26	Anas platyrhynchos		Belgium	Europe		1701
MT379022.1	A/swine/France/44-180495/2018	H1N1	2018-11-29	Sus scrofa		France	Europe	MDCK cells	1752
OR672769.1	A/Turkey/1_A/2018	H1N1	2018-12	Homo sapiens		Turkey	Asia		1701
MK633073.1	A/California/NHRC-OID_BRD12622N/2018	H1N1	2018-12-04	Homo sapiens		USA: California	North America		1752
PX128439.1	A/Homo_sapience/Shiraz/HVRC004/2018	H1N1	2018-12-10	Homo sapiens		Iran: Shiraz	Asia		1701
PX128440.1	A/Homo_sapience/Shiraz/HVRC005/2018	H1N1	2018-12-10	Homo sapiens		Iran: Shiraz	Asia		1701
MK839304.1	A/South Korea/8524/2018	H1N1	2018-12-21	Homo sapiens		South Korea	Asia		1701
MK869507.1	A/South Korea/8662/2018	H1N1	2018-12-25	Homo sapiens		South Korea	Asia		1701
MK636363.1	A/Texas/7774/2018	H1N1	2018-12-25	Homo sapiens		USA: Texas	North America		1701
MK495309.1	A/Moscow/249/2018	H1N1	2018-12-29	Homo sapiens		Russia: Moscow	Europe	Collection of WHO National Influenza Center, N.F. Gamaleya National Research Center for Epidemiology and Microbiology of the Ministry of Health of the Russian Federation, strain ID:A_249_2018, deposition date: Dec-2018.	1766
ON028661.1	A/Iran/4394.1.7/2019	H1N1	2019-01	Homo sapiens		Iran	Asia		1752
MN594990.1	A/Wuhan/795/2019	H1N1	2019-01	Homo sapiens		China: Wuhan	Asia		1733
PQ115637.1	A/swine/Denmark/19-02142-2/2019	H1N1	2019-01	Sus scrofa		Denmark	Europe		1778
MK576256.1	A/South Korea/7887/2019	H1N1	2019-01-02	Homo sapiens		South Korea	Asia		1701
MK785473.1	A/South Korea/8350/2019	H1N1	2019-01-04	Homo sapiens		South Korea	Asia		1701
MK868728.1	A/South Korea/8676/2019	H1N1	2019-01-07	Homo sapiens		South Korea	Asia		1701
MK576818.1	A/Germany/7831/2019	H1N1	2019-01-10	Homo sapiens		Germany	Europe		1701
MK868729.1	A/South Korea/8677/2019	H1N1	2019-01-10	Homo sapiens		South Korea	Asia		1701
MK839699.1	A/Italy/8439/2019	H1N1	2019-01-17	Homo sapiens		Italy	Europe		1701
MK839715.1	A/Italy/8441/2019	H1N1	2019-01-17	Homo sapiens		Italy	Europe		1701
MW772731.1	A/swine/Brazil/004-19/2019	H1N2	2019-01-22	Sus scrofa		Brazil	South America		1779
MK839282.1	A/Germany/8431/2019	H1N1	2019-01-25	Homo sapiens		Germany	Europe		1701
MK927818.1	A/Italy/8943/2019	H1N1	2019-01-25	Homo sapiens		Italy	Europe		1701
MW651781.1	A/New York City/PV02669/2019	H1N1	2019-01-27	Homo sapiens		USA	North America		1777
