accession	strain	subtype	date	host	host_common_name	location	region	passage_history	length
KR534308.1	A/Czech Republic/58/2015	H3N2	2015-02-03	Homo sapiens		Czech Republic: Prague	Europe		1727
KU558940.1	A/Thailand/CU-B11566/2015	H3N2	2015-02-03	Homo sapiens		Thailand	Asia		1701
MK363193.1	A/swine/Wielen/21300/2015	H3N2	2015-02-12	Sus scrofa		Germany: Wielen	Europe		1765
KU289634.1	A/Corsica/4076-15/2015	H3N2	2015-02-18	Homo sapiens		France: Corsica	Europe		1701
OP615048.1	A/Kamphaeng Phet/FLU-KPPH-00847/2015	H3N2	2015-02-20	Homo sapiens		Thailand: Kamphaeng Phet	Asia		1701
MF113172.1	A/Guangdong/116/2015	H3N2	2015-02-21	Homo sapiens		China	Asia		1701
KU289607.1	A/Corsica/15-06/2015	H3N2	2015-02-23	Homo sapiens		France: Corsica	Europe		1701
CY194037.1	A/South Korea/4784/2015	H3N2	2015-02-23	Homo sapiens		South Korea	Asia	PMK1 passage(s)	1701
MK363201.1	A/swine/Spain/21350/2015	H3N2	2015-02-25	Sus scrofa		Spain	Europe		1765
KR057434.1	A/swine/Illinois/A01555638/2015	H3N2	2015-02-26	Sus scrofa		USA: Illinois	North America		1701
MF593713.1	A/Shandong-Fushan/1121/2015	H3N2	2015-03-05	Homo sapiens		China	Asia		1701
KR132566.1	A/swine/Illinois/A01820128/2015	H3N2	2015-03-20	Sus scrofa		USA	North America		1701
CY252455.1	A/Brisbane/43/2015	H3N2	2015-03-21	Homo sapiens		Australia: Brisbane	Oceania		1737
CY252655.1	A/Perth/26/2015	H3N2	2015-03-21	Homo sapiens		Australia: Perth	Oceania		1737
CY252383.1	A/South Australia/37/2015	H3N2	2015-03-26	Homo sapiens		Australia: South Australia	Oceania		1737
CY195535.1	A/swine/Manitoba/D0375/2015	H3N2	2015-04-14	Sus scrofa		Canada: Manitoba	North America	MDCK1 passage(s)	1701
KY925865.1	A/Porto Alegre/LACENRS-846/2015	H3N2	2015-05-09	Homo sapiens		Brazil	South America		1762
KY926181.1	A/Porto Alegre/LACENRS-820/2015	H3N2	2015-05-11	Homo sapiens		Brazil	South America		1762
KY926260.1	A/Viamao/LACENRS-974/2015	H3N2	2015-05-21	Homo sapiens		Brazil	South America		1762
KY925690.1	A/Porto Alegre/LACENRS-1112/2015	H3N2	2015-06-02	Homo sapiens		Brazil	South America		1762
OP623100.1	A/Bangkok/FLU-PMKC0015/2015	H3N2	2015-06-04	Homo sapiens		Thailand: Bangkok	Asia		1701
OP623079.1	A/Bangkok/FLU-PMKA4194/2015	H3N2	2015-06-29	Homo sapiens		Thailand: Bangkok	Asia		1701
PX318881.1	A/New Zealand/15CF0557/2015	H3N2	2015-07	Homo sapiens		New Zealand	Oceania		1747
PX346535.1	A/New Zealand/15CF0632/2015	H3N2	2015-07	Homo sapiens		New Zealand	Oceania		1747
PX323963.1	A/New Zealand/15CF0839/2015	H3N2	2015-07	Homo sapiens		New Zealand	Oceania		1747
PX326899.1	A/New Zealand/15HB0978/2015	H3N2	2015-07	Homo sapiens		New Zealand	Oceania		1747
PX340643.1	A/New Zealand/15HB0993/2015	H3N2	2015-07	Homo sapiens		New Zealand	Oceania		1747
KY925287.1	A/Pelotas/LACENRS-1787/2015	H3N2	2015-07-16	Homo sapiens		Brazil	South America		1762
KT429525.1	A/swine/North Carolina/A02034471/2015	H3N2	2015-07-17	Sus scrofa		USA: North Carolina	North America		1701
KY925215.1	A/Porto Alegre/LACENRS-1969/2015	H3N2	2015-07-30	Homo sapiens		Brazil	South America		1762
PX332084.1	A/New Zealand/15CF1201/2015	H3N2	2015-08	Homo sapiens		New Zealand	Oceania		1747
CY253250.1	A/South Australia/1014/2015	H3N2	2015-08-02	Homo sapiens		Australia: South Australia	Oceania		1737
MN250901.1	A/MUWRP-Uganda/566/2015	H3N2	2015-08-03	Homo sapiens		Uganda	Africa		1762
CY253410.1	A/Perth/97/2015	H3N2	2015-08-06	Homo sapiens		Australia: Perth	Oceania		1737
KU589707.1	A/Alaska/155/2015	H3N2	2015-08-08	Homo sapiens		USA	North America		1701
KY925136.1	A/Cambara do Sul/LACENRS-2049/2015	H3N2	2015-08-10	Homo sapiens		Brazil	South America		1762
KU558965.1	A/Thailand/CU-B12589/2015	H3N2	2015-08-27	Homo sapiens		Thailand	Asia		1701
LC121340.1	A/duck/Mongolia/211/2015	H3N8	2015-08-31	Anas platyrhynchos		Mongolia	Asia		1753
PX332120.1	A/New Zealand/15CF1744/2015	H3N2	2015-09	Homo sapiens		New Zealand	Oceania		1747
OP133380.1	A/duck/Moscow/5171/2015	H3N6	2015-09-07	Anas platyrhynchos		Russia: Moscow	Europe		1750
KX003941.1	A/Montana/24/2015	H3N2	2015-09-18	Homo sapiens		USA	North America		1701
KX954137.1	A/equine/Sao_Paulo/10.FMVZ/2015	H3N8	2015-09-21	Equus caballus		Brazil	South America	embryonated chicken eggs	1701
KX954140.1	A/equine/Sao_Paulo/15.FMVZ/2015	H3N8	2015-09-21	Equus caballus		Brazil	South America	embryonated chicken eggs	1701
KX954136.1	A/equine/Sao_Paulo/8.FMVZ/2015	H3N8	2015-09-21	Equus caballus		Brazil	South America	embryonated chicken eggs	1701
KY364096.1	A/swine/France/59-150357/2015	H3N2	2015-10-12	Sus scrofa		France	Europe		1765
KY644162.1	A/yellow-billed pintail/Chile/C2014/2015	H3N8	2015-10-16	Anas georgica		Chile	South America		1698
KU592127.1	A/Alaska/262/2015	H3N2	2015-10-25	Homo sapiens		USA	North America		1701
KX223763.1	A/Kenya/007/2015	H3N2	2015-11-03	Homo sapiens		Kenya	Africa		1762
KY550779.1	A/northern pintail/Nevada/AH0033473/2015	H3N8	2015-11-07	Anas acuta		USA: Lincoln County, Nevada	North America		1734
KU591366.1	A/Louisiana/07/2015	H3N2	2015-11-11	Homo sapiens		USA	North America		1701
MK363241.1	A/swine/Rietberg/22412/2015	H3N2	2015-11-16	Sus scrofa		Germany: Rietberg	Europe		1762
KU379598.1	A/swine/Illinois/A01796457/2015	H3N2	2015-11-19	Sus scrofa		USA: Illinois	North America		1701
MF099055.1	A/swine/Curico/VN1401-1806/2015	H3N2	2015-12-09	Sus scrofa domesticus		Chile	South America		1762
PP529128.1	A/Kenya/A_Kilifi_092_2015_14-Dec-2015/2015	H3N2	2015-12-14	Homo sapiens		Kenya	Africa		1701
PP529149.1	A/Kenya/A_Kilifi_114_2015_14-Dec-2015/2015	H3N2	2015-12-14	Homo sapiens		Kenya	Africa		1701
PP529093.1	A/Kenya/A_Kilifi_052_2015_15-Dec-2015/2015	H3N2	2015-12-15	Homo sapiens		Kenya	Africa		1701
PP529094.1	A/Kenya/A_Kilifi_053_2015_15-Dec-2015/2015	H3N2	2015-12-15	Homo sapiens		Kenya	Africa		1701
PP529095.1	A/Kenya/A_Kilifi_054_2015_15-Dec-2015/2015	H3N2	2015-12-15	Homo sapiens		Kenya	Africa		1701
PP529105.1	A/Kenya/A_Kilifi_068_2015_15-Dec-2015/2015	H3N2	2015-12-15	Homo sapiens		Kenya	Africa		1701
PP529110.1	A/Kenya/A_Kilifi_074_2015_15-Dec-2015/2015	H3N2	2015-12-15	Homo sapiens		Kenya	Africa		1701
PP529134.1	A/Kenya/A_Kilifi_099_2015_15-Dec-2015/2015	H3N2	2015-12-15	Homo sapiens		Kenya	Africa		1701
PP529136.1	A/Kenya/A_Kilifi_101_2015_15-Dec-2015/2015	H3N2	2015-12-15	Homo sapiens		Kenya	Africa		1701
PP529152.1	A/Kenya/A_Kilifi_117_2015_15-Dec-2015/2015	H3N2	2015-12-15	Homo sapiens		Kenya	Africa		1701
MG309810.1	A/canine/China/LG2/2015	H3N2	2015-12-16	Canis lupus familiaris		China	Asia		1701
MK641789.1	A/China/70219/2015	H3N2	2015-12-25	Homo sapiens		China	Asia		1701
PP529138.1	A/Kenya/A_Kilifi_103_2016_11-Jan-2016/2016	H3N2	2016-01-11	Homo sapiens		Kenya	Africa		1701
PP529112.1	A/Kenya/A_Kilifi_076_2016_14-Jan-2016/2016	H3N2	2016-01-14	Homo sapiens		Kenya	Africa		1701
KX414249.1	A/Washington/17/2016	H3N2	2016-01-19	Homo sapiens		USA	North America		1737
PP529115.1	A/Kenya/A_Kilifi_079_2016_21-Jan-2016/2016	H3N2	2016-01-21	Homo sapiens		Kenya	Africa		1701
CY208296.1	A/Japan/5063/2016	H3N2	2016-01-29	Homo sapiens		Japan	Asia	PMK1 passage(s)	1701
KY044354.1	A/Alaska/05/2016	H3N2	2016-01-31	Homo sapiens		USA	North America		1737
PP529108.1	A/Kenya/A_Kilifi_071_2016_04-Feb-2016/2016	H3N2	2016-02-04	Homo sapiens		Kenya	Africa		1701
KX413070.1	A/Maine/03/2016	H3N2	2016-02-13	Homo sapiens		USA	North America		1737
KX917548.1	A/Arizona/56/2016	H3N2	2016-03-13	Homo sapiens		USA	North America		1737
KX917556.1	A/Arizona/57/2016	H3N2	2016-03-13	Homo sapiens		USA	North America		1737
KY925917.1	A/Porto Alegre/LACENRS-1013/2016	H3N2	2016-04-22	Homo sapiens		Brazil	South America		1762
KX918252.1	A/Pennsylvania/70/2016	H3N2	2016-05-02	Homo sapiens		USA	North America		1737
CY241265.1	A/ruddy turnstone/New Jersey/UGAI16-1289/2016	H3N8	2016-05-18	Arenaria interpres		USA: Cape May Co., NJ	North America		1734
PP529145.1	A/Kenya/A_Kilifi_110_2016_06-Jun-2016/2016	H3N2	2016-06-06	Homo sapiens		Kenya	Africa		1701
PX324156.1	A/New Zealand/16CF0428/2016	H3N2	2016-07	Homo sapiens		New Zealand	Oceania		1747
PX344164.1	A/New Zealand/16CF0468/2016	H3N2	2016-07	Homo sapiens		New Zealand	Oceania		1747
KY872763.1	A/Kenya/015/2016	H3N2	2016-07-03	Homo sapiens		Kenya	Africa		1737
OP862577.1	A/Nepal/FLU-NPBH-03228/2016	H3N2	2016-07-05	Homo sapiens		Nepal	Asia		1701
OP862629.1	A/Nepal/FLU-NPWR-02628/2016	H3N2	2016-07-11	Homo sapiens		Nepal	Asia		1701
CY254689.1	A/Victoria/546/2016	H3N2	2016-07-31	Homo sapiens		Australia: Victoria	Oceania		1737
PX329614.1	A/New Zealand/16CF0481/2016	H3N2	2016-08	Homo sapiens		New Zealand	Oceania		1747
KY116390.1	A/California/126/2016	H3N2	2016-08-10	Homo sapiens		USA	North America		1737
CY254873.1	A/Victoria/2102/2016	H3N2	2016-08-16	Homo sapiens		Australia: Victoria	Oceania		1737
CY254897.1	A/Victoria/582/2016	H3N2	2016-08-17	Homo sapiens		Australia: Victoria	Oceania		1737
PX335315.1	A/New Zealand/16CF0779/2016	H3N2	2016-09	Homo sapiens		New Zealand	Oceania		1747
MF673252.1	A/Thailand/CU-B18031/2016	H3N2	2016-09-02	Homo sapiens		Thailand	Asia		1701
OR719611.1	A/Shanghai/JD1720C2/2016	H3N2	2016-09-07	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
MT068652.1	A/swine/Brazil/160-16/2016	H3N2	2016-09-09	Sus scrofa		Brazil	South America		1754
MT068659.1	A/swine/Brazil/161-16-2/2016	H3N2	2016-09-09	Sus scrofa		Brazil	South America		1754
CY255049.1	A/South Australia/118/2016	H3N2	2016-09-12	Homo sapiens		Australia: South Australia	Oceania		1737
MG962496.1	A/swine/Western Australia/AS16-2465-03/2016	H3N2	2016-09-12	Sus scrofa		Australia: Western Australia	Oceania		1728
MH675632.1	A/red-gartered coot/Chile/C16030/2016	H3N4	2016-09-22	Fulica armillata		Chile	South America		1698
CY255185.1	A/Brisbane/224/2016	H3N2	2016-09-25	Homo sapiens		Australia: Brisbane	Oceania		1737
OP623089.1	A/Bangkok/FLU-PMKA5160/2016	H3N2	2016-09-29	Homo sapiens		Thailand: Bangkok	Asia		1701
OM956279.1	A/China/201610051316.seq/2016	H3N2	2016-10-05	Homo sapiens		China	Asia		1746
CY213810.1	A/Ohio/38/2016	H3N2	2016-10-16	Homo sapiens		USA: Ohio	North America		1737
CY220031.1	A/Oregon/19/2016	H3N2	2016-10-19	Homo sapiens		USA: Oregon	North America		1737
MH499035.1	A/American oystercatcher/Chile/C17359/2016	H3N8	2016-10-27	Haematopus palliatus		Chile	South America		1701
MH498968.1	A/American oystercatcher/Chile/C17400/2016	H3N8	2016-10-27	Haematopus palliatus		Chile	South America		1701
CY255433.1	A/Brisbane/299/2016	H3N2	2016-10-29	Homo sapiens		Australia: Brisbane	Oceania		1737
OL372159.1	A/wild waterfowl/Western Australia/AS16-3326-127/2016	H3N8	2016-11-01	Anatidae		Australia: Western Australia	Oceania		1701
PP529146.1	A/Kenya/A_Kilifi_111_2016_14-Nov-2016/2016	H3N2	2016-11-14	Homo sapiens		Kenya	Africa		1701
MH499154.1	A/cinnamon teal/Chile/C19368/2016	H3N8	2016-11-22	Spatula cyanoptera		Chile	South America		1698
PP529098.1	A/Kenya/A_Kilifi_057_2016_23-Nov-2016/2016	H3N2	2016-11-23	Homo sapiens		Kenya	Africa		1701
PP529131.1	A/Kenya/A_Kilifi_096_2016_23-Nov-2016/2016	H3N2	2016-11-23	Homo sapiens		Kenya	Africa		1701
PP529123.1	A/Kenya/A_Kilifi_087_2016_24-Nov-2016/2016	H3N2	2016-11-24	Homo sapiens		Kenya	Africa		1701
KY949757.1	A/Linkou/0164/2016	H3N2	2016-11-25	Homo sapiens		Taiwan	Asia		1751
PP529125.1	A/Kenya/A_Kilifi_089_2016_29-Nov-2016/2016	H3N2	2016-11-29	Homo sapiens		Kenya	Africa		1701
PP529142.1	A/Kenya/A_Kilifi_107_2016_01-Dec-2016/2016	H3N2	2016-12-01	Homo sapiens		Kenya	Africa		1701
CY256962.1	A/Nicaragua/8165_10/2016	H3N2	2016-12-12	Homo sapiens		Nicaragua: Managua	North America		1737
KY486335.1	A/Seoul/A02063/2016	H3N2	2016-12-12	Homo sapiens		South Korea	Asia		1701
KY486337.1	A/Seoul/A02071/2016	H3N2	2016-12-12	Homo sapiens		South Korea	Asia		1701
KY486341.1	A/Seoul/A02077/2016	H3N2	2016-12-12	Homo sapiens		South Korea	Asia		1701
KY583599.1	A/British Columbia/137/2016	H3N2	2016-12-17	Homo sapiens		Canada: British Columbia	North America		1701
MN299949.1	A/Basel/USB001459.4/2016	H3N2	2016-12-18	Homo sapiens		Switzerland: Basel	Europe		1701
MN299376.1	A/Basel/USB003331.4/2016	H3N2	2016-12-21	Homo sapiens		Switzerland: Basel	Europe		1701
MN299970.1	A/Basel/USB001432.4/2016	H3N2	2016-12-23	Homo sapiens		Switzerland: Basel	Europe		1701
MN299976.1	A/Basel/USB001473.4/2016	H3N2	2016-12-24	Homo sapiens		Switzerland: Basel	Europe		1701
MN299985.1	A/Basel/USB001838.4/2016	H3N2	2016-12-25	Homo sapiens		Switzerland: Basel	Europe		1701
PV888799.1	A/Jiangsu/CARES0038/2016	H3N2	2016-12-27	Homo sapiens		China: Yancheng, Jiangsu	Asia		1760
MN300017.1	A/Basel/USB001544.4/2016	H3N2	2016-12-28	Homo sapiens		Switzerland: Basel	Europe		1701
MG856297.1	A/Moscow/CRIE-155/2016	H3N2	2016-12-28	Homo sapiens		Russia	Europe		1701
MN300032.1	A/Basel/USB002156.4/2016	H3N2	2016-12-30	Homo sapiens		Switzerland: Basel	Europe		1701
MN300036.1	A/Basel/USB002186.4/2016	H3N2	2016-12-30	Homo sapiens		Switzerland: Basel	Europe		1701
MN299385.1	A/Basel/USB003348.4/2016	H3N2	2016-12-30	Homo sapiens		Switzerland: Basel	Europe		1701
MN300044.1	A/Basel/USB001559.4/2016	H3N2	2016-12-31	Homo sapiens		Switzerland: Basel	Europe		1701
MN300045.1	A/Basel/USB001560.4/2016	H3N2	2016-12-31	Homo sapiens		Switzerland: Basel	Europe		1701
MZ819750.1	A/Pakistan/654018.4/2017	H3N2	2017-01-03	Homo sapiens		Pakistan	Asia		1737
MN299538.1	A/Basel/USB001584.4/2017	H3N2	2017-01-04	Homo sapiens		Switzerland: Basel	Europe		1701
MN299571.1	A/Basel/USB002349.4/2017	H3N2	2017-01-06	Homo sapiens		Switzerland: Basel	Europe		1701
PP529099.1	A/Kenya/A_Kilifi_058_2017_09-Jan-2017/2017	H3N2	2017-01-09	Homo sapiens		Kenya	Africa		1701
PP529133.1	A/Kenya/A_Kilifi_098_2017_09-Jan-2017/2017	H3N2	2017-01-09	Homo sapiens		Kenya	Africa		1701
MN571383.1	A/Sydney/13/2017	H3N2	2017-01-11	Homo sapiens		Australia: Sydney	Oceania		1737
MN299684.1	A/Basel/USB002674.4/2017	H3N2	2017-01-14	Homo sapiens		Switzerland: Basel	Europe		1701
MN299689.1	A/Basel/USB002694.4/2017	H3N2	2017-01-15	Homo sapiens		Switzerland: Basel	Europe		1701
MN299718.1	A/Basel/USB002732.4/2017	H3N2	2017-01-17	Homo sapiens		Switzerland: Basel	Europe		1701
MN299773.1	A/Basel/USB002847.4/2017	H3N2	2017-01-26	Homo sapiens		Switzerland: Basel	Europe		1701
MH346724.1	A/Santiago/RMS_p001d0/2017	H3N2	2017-01-26	Homo sapiens		Chile	South America		1762
MN299803.1	A/Basel/USB002900.4/2017	H3N2	2017-01-30	Homo sapiens		Switzerland: Basel	Europe		1701
MH346528.1	A/Santiago/p002d0/2017	H3N2	2017-01-30	Homo sapiens		Chile	South America		1762
MN299812.1	A/Basel/USB002879.4/2017	H3N2	2017-01-31	Homo sapiens		Switzerland: Basel	Europe		1701
MN299819.1	A/Basel/USB002922.4/2017	H3N2	2017-02-01	Homo sapiens		Switzerland: Basel	Europe		1701
MN299859.1	A/Basel/USB002997.4/2017	H3N2	2017-02-05	Homo sapiens		Switzerland: Basel	Europe		1701
MN299862.1	A/Basel/USB003012.4/2017	H3N2	2017-02-06	Homo sapiens		Switzerland: Basel	Europe		1701
MG984134.1	A/Shanghai/22/2017	H3N2	2017-02-08	Homo sapiens		China: Shanghai, Shanghai	Asia		1701
MN299915.1	A/Basel/USB003299.4/2017	H3N2	2017-02-20	Homo sapiens		Switzerland: Basel	Europe		1701
MF599425.1	A/Kenya/004/2017	H3N2	2017-03-01	Homo sapiens		Kenya	Africa		1750
PP529104.1	A/Kenya/A_Kilifi_067_2017_01-Mar-2017/2017	H3N2	2017-03-01	Homo sapiens		Kenya	Africa		1701
CY235840.1	A/South Dakota/21/2017	H3N2	2017-03-12	Homo sapiens		USA: South Dakota	North America		1737
CY232516.1	A/New Hampshire/18/2017	H3N2	2017-04-06	Homo sapiens		USA: New Hampshire	North America		1737
MG431372.1	A/Kenya/018/2017	H3N2	2017-05-19	Homo sapiens		Kenya	Africa		1751
MG431373.1	A/Kenya/019/2017	H3N2	2017-05-25	Homo sapiens		Kenya	Africa		1751
MG431374.1	A/Kenya/020/2017	H3N2	2017-05-25	Homo sapiens		Kenya	Africa		1751
PX340928.1	A/New Zealand/17CF0671/2017	H3N2	2017-06	Homo sapiens		New Zealand	Oceania		1747
MH346853.1	A/Santiago/p010d0/2017	H3N2	2017-06-01	Homo sapiens		Chile	South America		1762
MN251765.1	A/MUWRP-Uganda/705/2017	H3N2	2017-06-08	Homo sapiens		Uganda	Africa		1762
MH346668.1	A/Santiago/PUC-MVL_097/2017	H3N2	2017-06-08	Homo sapiens		Chile	South America		1762
MN120951.1	A/pigeon/China/288P43/2017	H3N6	2017-06-08	Columbidae		China	Asia		1765
MN571415.1	A/Sydney/156/2017	H3N2	2017-06-13	Homo sapiens		Australia: Sydney	Oceania		1737
PX332493.1	A/New Zealand/17CF1031/2017	H3N2	2017-07	Homo sapiens		New Zealand	Oceania		1747
PX338282.1	A/New Zealand/17CF1318/2017	H3N2	2017-07	Homo sapiens		New Zealand	Oceania		1747
MN250829.1	A/MUWRP-Uganda/709/2017	H3N2	2017-07-03	Homo sapiens		Uganda	Africa		1762
MG431379.1	A/Kenya/033/2017	H3N2	2017-07-04	Homo sapiens		Kenya	Africa		1751
MH346604.1	A/Santiago/PUC-MVL_220/2017	H3N2	2017-07-06	Homo sapiens		Chile	South America		1762
OR719051.1	A/Shanghai/HP11117C2/2017	H3N2	2017-07-11	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
MG431376.1	A/Kenya/032/2017	H3N2	2017-07-13	Homo sapiens		Kenya	Africa		1737
OR721363.1	A/Shanghai/PT1586C2/2017	H3N2	2017-07-24	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
PX344496.1	A/New Zealand/17CF1661/2017	H3N2	2017-08	Homo sapiens		New Zealand	Oceania		1747
MT068739.1	A/swine/Brazil/520-17/2017	H3N2	2017-08	Sus scrofa		Brazil	South America		1754
MH411906.2	A/blue-winged teal/Alberta/90/2017	H3N8	2017-08-12	Spatula discors		Canada	North America		1701
MN570879.1	A/South Australia/226/2017	H3N2	2017-08-14	Homo sapiens		Australia: South Australia	Oceania		1737
MN569439.1	A/Newcastle/155/2017	H3N2	2017-08-20	Homo sapiens		Australia: Newcastle	Oceania		1737
MN572223.1	A/Sydney/517/2017	H3N2	2017-08-21	Homo sapiens		Australia: Sydney	Oceania		1737
MN572991.1	A/Victoria/100/2017	H3N2	2017-08-23	Homo sapiens		Australia: Victoria	Oceania		1737
OM956260.1	A/China/201708261955.seq/2017	H3N2	2017-08-26	Homo sapiens		China	Asia		1747
MN973915.1	A/swine/Brazil/360-17/2017	H3N2	2017-08-30	Sus scrofa		Brazil	South America		1754
MK163999.1	A/yellow-billed pintail/Chile/C30974/2017	H3N8	2017-09-07	Anas georgica		Chile	South America		1698
OR721635.1	A/Shanghai/SJ1651C2/2017	H3N2	2017-09-13	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
MN561333.1	A/Thailand/B24666/2017	H3N2	2017-09-15	Homo sapiens		Thailand	Asia	MDCK cell culture	1720
MN571591.1	A/Sydney/192/2017	H3N2	2017-09-16	Homo sapiens		Australia: Sydney	Oceania		1737
MT803324.1	A/Thailand/CU-B24679/2017	H3N2	2017-09-16	Homo sapiens		Thailand	Asia		1701
MN572703.1	A/Sydney/732/2017	H3N2	2017-09-18	Homo sapiens		Australia: Sydney	Oceania		1737
MT068764.1	A/swine/Brazil/524-17/2017	H3N2	2017-09-19	Sus scrofa		Brazil	South America		1754
OQ793824.1	A/garganey/Egypt/MB-D-1323C/2017	H3N8	2017-09-20	Spatula querquedula		Egypt	Africa		1763
CY266090.1	A/Florida/87/2017	H3N2	2017-10-25	Homo sapiens		USA: Florida	North America		1737
PP829472.1	A/environment/Chile/C33205/2017	H3N8	2017-11-08			Chile	South America		1762
MK461871.1	A/Peru/4617/2017	H3N2	2017-11-09	Homo sapiens		Peru	South America		1737
MH586415.1	A/Tennessee/71/2017	H3N2	2017-11-13	Homo sapiens		USA: Tennessee	North America		1737
MH131222.1	A/Alaska/90/2017	H3N2	2017-11-17	Homo sapiens		USA: Alaska	North America		1737
MH131470.1	A/Iowa/66/2017	H3N2	2017-11-17	Homo sapiens		USA: Iowa	North America		1737
MH082509.1	A/Mississippi/36/2017	H3N2	2017-12-01	Homo sapiens		USA: Mississippi	North America		1737
MK164010.1	A/yellow-billed pintail/Chile/C34473/2017	H3N8	2017-12-01	Anas georgica		Chile	South America		1698
OR719675.1	A/Shanghai/JD1966C2/2017	H3N2	2017-12-03	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
MH294804.1	A/Alaska/6438/2017	H3N2	2017-12-08	Homo sapiens		USA: Alaska	North America		1701
CY264227.1	A/Kentucky/32/2017	H3N2	2017-12-08	Homo sapiens		USA: Kentucky	North America		1737
MH294839.1	A/Japan/6473/2017	H3N2	2017-12-12	Homo sapiens		Japan	Asia		1701
MT055987.1	A/Kansas/14/2017	H3N2	2017-12-14	Homo sapiens		USA: Kansas	North America		1737
MH294941.1	A/Oklahoma/6575/2017	H3N2	2017-12-22	Homo sapiens		USA: Oklahoma	North America		1701
MT803293.1	A/Thailand/CU-B26867/2017	H3N2	2017-12-27	Homo sapiens		Thailand	Asia		1701
PX324798.1	A/New Zealand/18VR0510/2018	H3N2	2018-01	Homo sapiens		New Zealand	Oceania		1747
MH637503.1	A/Baltimore/R0234/2018	H3N2	2018-01-03	Homo sapiens		USA	North America		1751
MK382015.1	A/Italy/7027/2018	H3N2	2018-01-03	Homo sapiens		Italy	Europe		1701
MH778979.1	A/Japan/6631/2018	H3N2	2018-01-08	Homo sapiens		Japan	Asia		1701
MT041189.1	A/swine/Brazil/93-18-1/2018	H3N2	2018-01-09	Sus scrofa		Brazil	South America		1754
MH778980.1	A/Japan/6632/2018	H3N2	2018-01-17	Homo sapiens		Japan	Asia		1701
MH126738.1	A/Idaho/03/2018	H3N2	2018-01-19	Homo sapiens		USA: Idaho	North America		1737
MH586356.1	A/Oregon/07/2018	H3N2	2018-01-21	Homo sapiens		USA: Oregon	North America		1737
MZ293517.1	A/China/BJHD281/2018	H3N2	2018-01-22	Homo sapiens		China	Asia		1701
MN570223.1	A/Perth/4/2018	H3N2	2018-01-22	Homo sapiens		Australia: Perth	Oceania		1737
MH126342.1	A/Iowa/06/2018	H3N2	2018-01-23	Homo sapiens		USA: Iowa	North America		1737
MK381521.1	A/Texas/6989/2018	H3N2	2018-01-23	Homo sapiens		USA: Texas	North America		1701
MN570151.1	A/Perth/2/2018	H3N2	2018-01-28	Homo sapiens		Australia: Perth	Oceania		1737
MH127377.1	A/Wisconsin/51/2018	H3N2	2018-01-28	Homo sapiens		USA: Wisconsin	North America		1737
MK401391.1	A/Italy/7225/2018	H3N2	2018-01-30	Homo sapiens		Italy	Europe		1701
MT041197.1	A/swine/Brazil/94-18/2018	H3N2	2018-01-30	Sus scrofa		Brazil	South America		1754
MK401376.1	A/England/7210/2018	H3N2	2018-01-31	Homo sapiens		United Kingdom: England	Europe		1701
MK400727.1	A/Germany/7131/2018	H3N2	2018-01-31	Homo sapiens		Germany	Europe		1701
MZ198265.1	A/Qatar/F-BT-120-P3_HA/2018	H3N2	2018-02	Homo sapiens		Qatar	Asia		1749
ON877795.1	A/canine/Guangzhou/603/2018	H3N2	2018-02	Canis lupus familiaris		China: Guangzhou	Asia		1701
MN538612.1	A/Quebec/102/2018	H3N2	2018-02-01	Homo sapiens		Canada: Quebec	North America		1701
MK400756.1	A/Japan/7160/2018	H3N2	2018-02-06	Homo sapiens		Japan	Asia		1701
MH246399.1	A/Hawaii/20/2018	H3N2	2018-02-09	Homo sapiens		USA: Hawaii	North America		1737
MN568695.1	A/Brisbane/19/2018	H3N2	2018-02-13	Homo sapiens		Australia: Brisbane	Oceania		1737
MH346720.1	A/equine/Santiago/TT11A/2018	H3N8	2018-02-15	Equus caballus		Chile	South America		1762
MH346793.1	A/equine/Santiago/TT13A/2018	H3N8	2018-02-15	Equus caballus		Chile	South America		1762
MH346940.1	A/equine/Santiago/TT3A/2018	H3N8	2018-02-15	Equus caballus		Chile	South America		1762
MH346780.1	A/equine/Santiago/TT5A/2018	H3N8	2018-02-15	Equus caballus		Chile	South America		1762
MN571663.1	A/Sydney/20/2018	H3N2	2018-02-16	Homo sapiens		Australia: Sydney	Oceania		1737
