accession	strain	subtype	date	host	host_tax_id	location	region	passage_history	length
MT781578.2	A/white-tailed eagle/Denmark/4896-1/2018	H5N6	2018-04-03	Haliaeetus albicilla	8969	Denmark	Europe		1704
MW333382.1	A/chicken/Miaoli/18040011-1/2018	H5N2	2018-04-10	Gallus gallus	9031	Taiwan: Miaoli	Asia		1776
MK084606.1	A/chicken/Togo/504/2018	H5N1	2018-04-13	Gallus gallus	9031	Togo	Africa		1742
MK084601.1	A/chicken/Togo/505/2018	H5N1	2018-04-13	Gallus gallus	9031	Togo	Africa		1742
MK084588.1	A/chicken/Togo/506/2018	H5N1	2018-04-13	Gallus gallus	9031	Togo	Africa		1742
MK084599.1	A/chicken/Togo/507/2018	H5N1	2018-04-13	Gallus gallus	9031	Togo	Africa		1742
MK084607.1	A/chicken/Togo/509/2018	H5N1	2018-04-13	Gallus gallus	9031	Togo	Africa		1742
MK084584.1	A/chicken/Togo/510/2018	H5N1	2018-04-13	Gallus gallus	9031	Togo	Africa		1742
MK084593.1	A/chicken/Togo/511/2018	H5N1	2018-04-13	Gallus gallus	9031	Togo	Africa		1742
MT781490.2	A/common buzzard/Denmark/4907-1/2018	H5N6	2018-04-18	Buteo buteo	30397	Denmark	Europe		1704
MZ564756.1	A/chicken/Durango/CPA-08970-18/2018	H5N2	2018-05-08	Gallus gallus	9031	Mexico: Durango	North America		1695
MW334654.1	A/goose/Tainan/18050014-1/2018	H5N2	2018-05-16	Anatidae	8830	Taiwan: Tainan	Asia		1776
MK345909.1	A/laughing gull/Delaware Bay/486/2018	H5N8	2018-05-23	Leucophaeus atricilla	126679	USA	North America		1740
MW334422.1	A/duck/Yunlin/18X00007-3/2018	H5N2	2018-05-29	Anatidae	8830	Taiwan: Yunlin	Asia		1776
MZ565412.1	A/chicken/Queretaroa/CPA-11747-18/2018	H5N2	2018-06-06	Gallus gallus	9031	Mexico: Queretaroa	North America		1695
MW936332.1	A/Muscovy duck/Vietnam/HN4715/2018	H5N6	2018-06-09	Cairina moschata	8855	Viet Nam	Asia		1773
MW936310.1	A/Muscovy duck/Vietnam/HN4720/2018	H5N6	2018-06-09	Cairina moschata	8855	Viet Nam	Asia		1773
MZ565476.1	A/chicken/Veracruz/CPA-13920-18/2018	H5N2	2018-06-28	Gallus gallus	9031	Mexico: Veracruz	North America		1695
MT781503.2	A/eider/Denmark/9885-1/2018	H5N6	2018-07-11			Denmark	Europe		1704
MK859926.1	A/reverse genetic/France/rg2/2018	H5N8	2018-07-26			France	Europe		1695
MW871694.1	A/chicken/Indonesia/4998T/2018	H5N1	2018-07-29	Gallus gallus	9031	Indonesia	Asia		1776
MZ565188.1	A/chicken/Jalisco/CPA-16963-18/2018	H5N2	2018-07-31	Gallus gallus	9031	Mexico: Jalisco	North America		1695
MT781511.2	A/mute swan/Denmark/10771-1S/2018	H5N6	2018-08-12	Cygnus olor	8869	Denmark	Europe		1704
LC497241.1	A/Muscovy duck/Vietnam/HU10-1139/2018	H5N1	2018-08-27	Cairina moschata	8855	Viet Nam	Asia		1762
LC500382.1	A/Muscovy duck/Vietnam/HU10-1703/2018	H5N1	2018-08-30	Cairina moschata	8855	Viet Nam	Asia		1762
MT781527.2	A/pheasant/Denmark/12106-03/2018	H5N6	2018-08-30	Phasianinae	9072	Denmark	Europe		1704
MN430989.1	A/American Green-winged Teal/Ohio/18OS01681/2018	H5N2	2018-09-01	Anas carolinensis	75836	USA	North America		1695
MT781470.1	A/eider/Denmark/12292-1/2018	H5N6	2018-09-03			Denmark	Europe		1704
PQ755546.1	A/Mallard Duck/Netherlands/OM_17/2018	H5N3	2018-09-25	Anas crecca	75839	Netherlands	Europe		1767
MW132176.1	A/mallard/California/SL06B72H5/2018	H5N2	2018-10-14	Zalophus californianus	9704	USA	North America		1767
MW873742.1	A/northern pintail/Alaska/AK18-444/2018	H5N2	2018-10-14	Anas acuta	28680	USA: Alaska	North America		1701
MN431009.1	A/Mallard/Ohio/18OS1892/2018	H5N2	2018-10-17	Anas platyrhynchos	8839	USA	North America		1695
MN795001.1	A/northern pintail/Ohio/18OS1936/2018	H5N2	2018-10-23	Anas acuta	28680	USA	North America		1695
OL354925.1	A/duck/Egypt/A16368/2018	H5N8	2018-11-24	Anas sp.	42806	Egypt	Africa		1777
OL354965.1	A/duck/Egypt/A16372/2018	H5N8	2018-11-24	Anas sp.	42806	Egypt	Africa		1777
LC550067.1	A/muscovy duck/Japan/AQ-HE30-77C1/2018	H5N6	2018-11-24	Cairina moschata	8855	Japan	Asia		1755
MN809352.1	A/Wild duck/South Korea/1804/2018	H5N6	2018-12	Anas platyrhynchos	8839	South Korea	Asia		1704
MW935877.1	A/duck/Vietnam/HN5145/2018	H5N6	2018-12-05	Anas sp.	42806	Viet Nam	Asia		1776
MN882449.1	A/chicken/Dominican Republic/18-044726-013/2018	H5N2	2018-12-12	Gallus gallus	9031	Dominican Republic	North America		1695
ON716434.1	A/Duck/Cambodia/c18MKAP211/2018	H5N6	2018-12-13	Anatidae	8830	Cambodia	Asia		1701
ON716435.1	A/Duck/Cambodia/c18MKAP214/2018	H5N6	2018-12-13	Anatidae	8830	Cambodia	Asia		1701
MN209356.1	A/duck/Bangladesh/36037/2018	H5N1	2018-12-15	Anas sp.	42806	Bangladesh	Asia		1751
MZ702235.1	A/chicken/Pakistan/1000/2018	H5N8	2018-12-17	Gallus gallus	9031	Pakistan	Asia		1704
MT781535.2	A/white-tailed eagle/Denmark/0429-1/2018	H5N6	2018-12-22	Haliaeetus albicilla	8969	Denmark	Europe		1704
MW097770.1	A/environment/Shandong/12.26_TAWL002-E/2018	H5N6	2018-12-26			China: Shandong	Asia		1770
MN882457.1	A/chicken/Dominican Republic/19-020695-001_529-19 #9/2018	H5N2	2018-12-27	Gallus gallus	9031	Dominican Republic	North America		1695
MT781495.2	A/common buzzard/Denmark/613-1/2019	H5N6	2019-01-04	Buteo buteo	30397	Denmark	Europe		1704
MN882473.1	A/chicken/Dominican Republic/19-020695-003_671-19 #14/2019	H5N2	2019-01-09	Gallus gallus	9031	Dominican Republic	North America		1695
MN882481.1	A/chicken/Dominican Republic/19-020695-004_671-19 #15/2019	H5N2	2019-01-09	Gallus gallus	9031	Dominican Republic	North America		1695
MZ708708.1	A/goose/China/Wuhu01/2019	H5N6	2019-01-09	Anatidae	8830	China	Asia		1701
OR772976.1	A/Crow/Dhaka/BDADC-445/2019	H5N1	2019-01-14	Corvus	30420	Bangladesh: Dhaka	Asia		1758
MN759475.1	A/chicken/Nigeria/VRD-19-023_19RS1081-1/2019	H5N8	2019-01-22	Gallus gallus	9031	Nigeria	Africa		1704
OQ797541.1	A/common teal/Egypt/MB-D-2063OP/2019	H5N8	2019-01-23	Anas crecca	75839	Egypt	Africa		1776
OQ793957.1	A/common teal/Egypt/MB-D-2065OP/2019	H5N8	2019-01-23	Anas crecca	75839	Egypt	Africa		1776
OQ793971.1	A/common teal/Egypt/MB-D-2066OP/2019	H5N8	2019-01-23	Anas crecca	75839	Egypt	Africa		1780
OQ794089.1	A/northern pintail duck/Egypt/MB-D-2067OP/2019	H5N8	2019-01-23	Anas acuta	28680	Egypt	Africa		1776
OQ797559.1	A/northern pintail duck/Egypt/MB-D-2068OP/2019	H5N8	2019-01-23	Anas acuta	28680	Egypt	Africa		1776
OQ793911.1	A/northern shoveler/Egypt/MB-D-2052OP/2019	H5N8	2019-01-23	Spatula clypeata	75838	Egypt	Africa		1776
OQ793938.1	A/northern shoveler/Egypt/MB-D-2054OP/2019	H5N8	2019-01-23	Spatula clypeata	75838	Egypt	Africa		1777
OM324352.1	A/chicken/Egypt/Q16684C/2019	H5N8	2019-01-30	Gallus gallus	9031	Egypt	Africa		1777
MT261509.1	A/chicken/Egypt/Q16711C/2019	H5N8	2019-02-13	Gallus gallus	9031	Egypt	Africa		1777
MT261451.1	A/duck/Egypt/Q16716A/2019	H5N8	2019-02-13	Anas sp.	42806	Egypt	Africa		1777
MN882513.1	A/chicken/Dominican Republic/19-020695-012_1107-19 #16/2019	H5N2	2019-02-18	Gallus gallus	9031	Dominican Republic	North America		1695
MN882521.1	A/chicken/Dominican Republic/19-020695-013_1136-19 #11/2019	H5N2	2019-02-18	Gallus gallus	9031	Dominican Republic	North America		1695
MT090325.1	A/duck/Bangladesh/38287/2019	H5N1	2019-02-18	Anas sp.	42806	Bangladesh	Asia		1751
MT261396.1	A/chicken/Egypt/N16732/2019	H5N8	2019-02-21	Gallus gallus	9031	Egypt	Africa		1777
MT261526.1	A/duck/Egypt/N16717/2019	H5N8	2019-02-21	Anas sp.	42806	Egypt	Africa		1777
MT261558.1	A/duck/Egypt/N16722/2019	H5N8	2019-02-21	Anas sp.	42806	Egypt	Africa		1777
MW098437.1	A/chicken/Anhui/2.22_YHZGS015-C/2019	H5N6	2019-02-22	Gallus gallus	9031	China: Anhui	Asia		1772
MN759473.1	A/duck/Nigeria/VRD19-068DC019T_19RS1081-12/2019	H5N8	2019-02-23	Anatidae	8830	Nigeria	Africa		1704
MT261710.1	A/duck/Egypt/A16793/2019	H5N8	2019-02-27	Anas sp.	42806	Egypt	Africa		1777
MT261579.1	A/chicken/Egypt/Q16807E/2019	H5N8	2019-03-02	Gallus gallus	9031	Egypt	Africa		1777
MZ565348.1	A/chicken/Queretaro/CPA-03806-19/2019	H5N2	2019-03-07	Gallus gallus	9031	Mexico: Queretaro	North America		1695
MZ565356.1	A/chicken/Queretaro/CPA-03807-19/2019	H5N2	2019-03-07	Gallus gallus	9031	Mexico: Queretaro	North America		1695
MZ564780.1	A/chicken/Guanajuato/CPA-03879-19/2019	H5N2	2019-03-08	Gallus gallus	9031	Mexico: Guanajuato	North America		1695
MZ564988.1	A/chicken/Jalisco/CPA-04141-19/2019	H5N2	2019-03-13	Gallus gallus	9031	Mexico: Jalisco	North America		1695
MT256068.1	A/Broiler chicken/Giza/VRLCU/2019	H5N8	2019-03-16	Gallus gallus	9031	Egypt: Giza	Africa		1704
MZ565004.1	A/chicken/Jalisco/CPA-04649-19/2019	H5N2	2019-03-20	Gallus gallus	9031	Mexico: Jalisco	North America		1695
MZ565372.1	A/chicken/Queretaro/CPA-04673-1/2019	H5N2	2019-03-20	Gallus gallus	9031	Mexico: Queretaro	North America		1695
MN882529.1	A/chicken/Dominican Republic/19-020695-014_1590-19 #7/2019	H5N2	2019-03-25	Gallus gallus	9031	Dominican Republic	North America		1695
MT781591.2	A/white-tailed eagle/Denmark/4903-1/2019	H5N6	2019-03-27	Haliaeetus albicilla	8969	Denmark	Europe		1704
MT605489.1	A/Duck/China/B5/2019	H5N6	2019-04	Anatidae	8830	China	Asia		1701
OL371903.1	A/wild waterbird/Western Australia/AS19-1358-170/2019	H5N3	2019-04-02			Australia: Western Australia	Oceania		1695
OL371911.1	A/wild waterbird/Western Australia/AS19-1358-178/2019	H5N7	2019-04-02			Australia: Western Australia	Oceania		1695
MZ565028.1	A/chicken/Jalisco/CPA-06016-19/2019	H5N2	2019-04-09	Gallus gallus	9031	Mexico: Jalisco	North America		1695
MZ565044.1	A/chicken/Jalisco/CPA-06432-19/2019	H5N2	2019-04-15	Gallus gallus	9031	Mexico: Jalisco	North America		1695
MZ565068.1	A/chicken/Jalisco/CPA-06799-19/2019	H5N2	2019-04-23	Gallus gallus	9031	Mexico: Jalisco	North America		1695
MZ564812.1	A/chicken/Guanajuato/CPA-07268-19/2019	H5N2	2019-04-29	Gallus gallus	9031	Mexico: Guanajuato	North America		1695
MZ565100.1	A/chicken/Jalisco/CPA-07195-19/2019	H5N2	2019-04-29	Gallus gallus	9031	Mexico: Jalisco	North America		1695
MZ565124.1	A/chicken/Jalisco/CPA-07736-19/2019	H5N2	2019-05-07	Gallus gallus	9031	Mexico: Jalisco	North America		1695
MZ565132.1	A/chicken/Jalisco/CPA-07737-19/2019	H5N2	2019-05-07	Gallus gallus	9031	Mexico: Jalisco	North America		1695
MT256069.1	A/cattle egret/Monofiya/VRLCU/2019	H5N8	2019-05-10	Bubulcus ibis	110668	Egypt: Monofiya	Africa		1704
MZ564708.1	A/chicken/Aguascalientes/CPA-08545-19/2019	H5N2	2019-05-20	Gallus gallus	9031	Mexico: Aguascalientes	North America		1695
MZ565164.1	A/chicken/Jalisco/CPA-08831-19/2019	H5N2	2019-05-23	Gallus gallus	9031	Mexico: Jalisco	North America		1695
MZ564828.1	A/chicken/Guanajuato/CPA-08990-19/2019	H5N2	2019-05-27	Gallus gallus	9031	Mexico: Guanajuato	North America		1695
MZ564836.1	A/chicken/Guanajuato/CPA-08992-19/2019	H5N2	2019-05-27	Gallus gallus	9031	Mexico: Guanajuato	North America		1695
MZ565396.1	A/chicken/Queretaro/CPA-09515-19/2019	H5N2	2019-06-03	Gallus gallus	9031	Mexico: Queretaro	North America		1695
MT256070.1	A/Teal/Dakahlia/VRLCU/2019	H5N8	2019-06-18	Anas	8835	Egypt: Dakahlia	Africa		1704
MW137842.1	A/chicken/Egypt/F17229A/2019	H5N8	2019-06-25	Gallus gallus	9031	Egypt	Africa		1777
MW137933.1	A/chicken/Egypt/F17230A/2019	H5N8	2019-06-25	Gallus gallus	9031	Egypt	Africa		1777
MW137889.1	A/chicken/Egypt/F17230C/2019	H5N8	2019-06-25	Gallus gallus	9031	Egypt	Africa		1777
MT090236.1	A/chicken/Bangladesh/40446/2019	H5N1	2019-07-11	Gallus gallus	9031	Bangladesh	Asia		1751
MT547677.1	A/Duck/Viet Nam/HU12-1305/2019	H5N6	2019-08	Anatidae	8830	Viet Nam	Asia		1755
ON724339.1	A/chicken-Cobb/Egypt/55/2019	H5N8	2019-08			Egypt	Africa		1757
MN577280.1	A/wild duck/South Korea/1908/2019	H5N6	2019-08	Anas platyrhynchos	8839	South Korea	Asia		1701
OL376359.1	A/Duck/Bangladesh/BDADAI-3097/2019	H5N1	2019-08-01	Anatidae	8830	Bangladesh	Asia		1751
OL370418.1	A/wild waterbird/Queensland/JCU-272/2019	H5N9	2019-08-09			Australia: Queensland	Oceania		1695
MT510064.1	A/mink/China/181/2019	H5N6	2019-08-18	Mustela lutreola	9666	China	Asia		1701
MT510075.1	A/mink/China/183/2019	H5N6	2019-08-18	Mustela lutreola	9666	China	Asia		1701
MT090280.1	A/duck/Bangladesh/40641/2019	H5N1	2019-08-19	Anas sp.	42806	Bangladesh	Asia		1751
MT510082.1	A/mink/China/191/2019	H5N6	2019-08-19	Mustela lutreola	9666	China	Asia		1701
MT107018.1	A/duck/Viet Nam/HU13-164/2019	H5N6	2019-08-29	Anas platyrhynchos	8839	Viet Nam	Asia		1759
MT107034.1	A/duck/Viet Nam/HU13-65/2019	H5N6	2019-08-29	Anas platyrhynchos	8839	Viet Nam	Asia		1758
MT107042.1	A/duck/Viet Nam/HU13-71/2019	H5N6	2019-08-29	Anas platyrhynchos	8839	Viet Nam	Asia		1757
MT106922.1	A/chicken/Viet Nam/HU12-665/2019	H5N1	2019-08-30	Gallus gallus	9031	Viet Nam	Asia		1764
MT107002.1	A/duck/Viet Nam/HU12-980/2019	H5N6	2019-09-01	Anas platyrhynchos	8839	Viet Nam	Asia		1757
OK205691.1	A/chicken/Mexico/1863/2019	H5N2	2019-09-03	Gallus gallus	9031	Mexico	North America		1717
MT020150.1	A/duck/Mongolia/926/2019	H5N3	2019-09-20	Anas platyrhynchos	8839	Mongolia	Asia		1752
MW314795.1	A/chicken/China/1101/2019	H5N6	2019-11	Gallus gallus	9031	China	Asia		1701
PP752072.1	A/chicken/Vietnam/LBFecal22HV/2019	H5N6	2019-12-11	Gallus gallus	9031	Viet Nam	Asia		1732
MW466307.1	A/duck/Bangladesh/41250/2019	H5N1	2019-12-11	Anas sp.	42806	Bangladesh	Asia		1751
OR772979.1	A/Crow/Dhaka/BDADC-460/2019	H5N1	2019-12-23	Corvus	30420	Bangladesh: Dhaka	Asia		1758
MT200011.1	A/Domestic duck/Viet Nam/A_duck_Vietnam_HU12-1540_2019/2019	H5N1	2019-12-30	Anas platyrhynchos	8839	Viet Nam	Asia		1762
MT027086.1	A/layer hen/Slovakia/A-chicken-Slovakia-Pah_14-2020_H5N8_HA/2020	H5N8	2020-01-03	Gallus gallus	9031	Slovakia	Europe		1704
OP776660.1	A/mallard duck/New Zealand/20.002.63/2020	H5N2	2020-01-13	Anas platyrhynchos	8839	New Zealand	Oceania		1742
MW466280.1	A/duck/Bangladesh/43099/2020	H5N6	2020-01-27	Anas sp.	42806	Bangladesh	Asia		1748
MW466255.1	A/duck/Bangladesh/43120/2020	H5N6	2020-01-27	Anas sp.	42806	Bangladesh	Asia		1748
MW749139.1	A/duck/Bangladesh/44418/2020	H5N6	2020-02-22	Anas sp.	42806	Bangladesh	Asia		1748
MW749108.1	A/duck/Bangladesh/44424/2020	H5N6	2020-02-22	Anas sp.	42806	Bangladesh	Asia		1748
MW749075.1	A/duck/Bangladesh/44432/2020	H5N6	2020-02-22	Anas sp.	42806	Bangladesh	Asia		1748
MW749132.1	A/duck/Bangladesh/44484/2020	H5N6	2020-02-22	Anas sp.	42806	Bangladesh	Asia		1748
MW749120.1	A/duck/Bangladesh/44502/2020	H5N6	2020-02-22	Anas sp.	42806	Bangladesh	Asia		1748
MZ564972.1	A/chicken/Jalisco/CPA-03604-19/2020	H5N2	2020-03-05	Gallus gallus	9031	Mexico: Jalisco	North America		1695
OL354574.1	A/chicken/Egypt/S18182C/2020	H5N8	2020-04-01	Gallus gallus	9031	Egypt	Africa		1777
OK091117.1	A/Whooper Swan/Khuvsgul/#4/2020	H5N6	2020-05	Anas carolinensis	75836	Mongolia: Khuvsgul	Asia		1771
MW875339.1	A/Red knot/Delaware Bay/404/2020	H5N3	2020-05-29	Calidris canutus	227173	USA	North America		1743
MW875199.1	A/ruddy turnstone/Delaware Bay/374/2020	H5N9	2020-05-29	Arenaria interpres	54971	USA	North America		1743
MW875330.1	A/ruddy turnstone/Delaware Bay/386/2020	H5N9	2020-05-29	Arenaria interpres	54971	USA	North America		1743
MW965518.1	A/chicken/Egypt/rg-F192-VV/2020	H5N8	2020-06-10	Gallus gallus	9031	Egypt	Africa		1697
ON716439.1	A/Duck/Cambodia/e5PPOreu241D8/2020	H5N6	2020-06-13	Anatidae	8830	Cambodia	Asia		1704
ON716443.1	A/Duck/Cambodia/e8T241D16/2020	H5N6	2020-08-21	Anatidae	8830	Cambodia	Asia		1704
MW749747.1	A/duck/Bangladesh/45726/2020	H5N1	2020-08-22	Anas sp.	42806	Bangladesh	Asia		1751
ON716436.1	A/Duck/Cambodia/e10T241C18/2020	H5N6	2020-09-12	Anatidae	8830	Cambodia	Asia		1701
OM938222.1	A/duck/Bangladesh/46157/2020	H5N1	2020-10-22	Anas sp.	42806	Bangladesh	Asia		1751
OR435599.1	A/duck/Vietnam/QN6658/2020	H5N6	2020-10-23	Anas sp.	42806	Viet Nam	Asia		1701
OR048481.1	A/environment/Japan/KU-G1/2020	H5N8	2020-11-09			Japan	Asia		1704
OK022279.1	A/chicken/France/20P016448_HA/2020	H5N8	2020-11-10	Gallus gallus	9031	France	Europe		1701
OR048585.1	A/environment/Japan/KU-H7/2020	H5N8	2020-11-16			Japan	Asia		1704
OK022287.1	A/duck/France/20P016515_HA/2020	H5N8	2020-11-17	Anatidae	8830	France	Europe		1701
OK022319.1	A/turkey/France/20P016647_HA/2020	H5N8	2020-11-19	Meleagris gallopavo	9103	France	Europe		1701
OR048433.1	A/environment/Japan/KU-C5/2020	H5N8	2020-11-30			Japan	Asia		1704
OR048601.1	A/environment/Japan/KU-I10/2020	H5N8	2020-11-30			Japan	Asia		1704
OK022335.1	A/goose/France/20P017724_HA/2020	H5N8	2020-11-30	Anatidae	8830	France	Europe		1701
OK022351.1	A/common shelduck/France/20P017777_HA/2020	H5N8	2020-12-02	Tadorna tadorna	75865	France	Europe		1701
OK022327.1	A/swan/France/20P017709_HA/2020	H5N8	2020-12-03	Anatidae	8830	France	Europe		1701
OK022343.1	A/duck/France/20P017736_HA/2020	H5N8	2020-12-05	Anatidae	8830	France	Europe		1701
MZ166252.1	A/Mule_duck/France/20323/2020	H5N8	2020-12-06			France	Europe		1704
OK022359.1	A/duck/France/20P017862_HA/2020	H5N8	2020-12-07	Anatidae	8830	France	Europe		1701
OR048369.1	A/environment/Japan/KU-3b/2020	H5N8	2020-12-07			Japan	Asia		1704
MZ166260.1	A/Mule_duck/France/20335/2020	H5N8	2020-12-10			France	Europe		1704
OK022367.1	A/duck/France/20P017941_HA/2020	H5N8	2020-12-10	Anatidae	8830	France	Europe		1701
OK022375.1	A/duck/France/20P017965_HA/2020	H5N8	2020-12-10	Anatidae	8830	France	Europe		1701
OK022391.1	A/Canard/France/20P017978_HA/2020	H5N8	2020-12-12			France	Europe		1701
MZ166239.1	A/Mule_duck/France/20437/2020	H5N8	2020-12-15			France	Europe		1704
OK022399.1	A/chciken/France/20P018267_HA/2020	H5N8	2020-12-15			France	Europe		1701
OK022407.1	A/duck/France/20P018331_HA/2020	H5N8	2020-12-20	Anatidae	8830	France	Europe		1701
MZ166284.1	A/Mule_duck/France/20349/2020	H5N8	2020-12-21			France	Europe		1704
OK022415.1	A/duck/France/20P018379_HA/2020	H5N8	2020-12-21	Anatidae	8830	France	Europe		1701
OR048513.1	A/environment/Japan/KU-G18/2020	H5N8	2020-12-21			Japan	Asia		1704
OK022431.1	A/duck/France/20P018439_HA/2020	H5N8	2020-12-22	Anatidae	8830	France	Europe		1701
OR772986.1	A/Crow/Dhaka/BDADC-541/2020	H5N1	2020-12-25	Corvus	30420	Bangladesh: Dhaka	Asia		1758
OK022447.1	A/duck/France/20P018544_HA/2020	H5N8	2020-12-25	Anatidae	8830	France	Europe		1701
OR435575.1	A/duck/Vietnam/QN6796/2020	H5N6	2020-12-25	Anas sp.	42806	Viet Nam	Asia		1701
OR435607.1	A/duck/Vietnam/QN6800/2020	H5N6	2020-12-25	Anas sp.	42806	Viet Nam	Asia		1701
OK022455.1	A/duck/France/20P018550_HA/2020	H5N8	2020-12-26	Anatidae	8830	France	Europe		1701
MZ166300.1	A/Mule_duck/France/20353/2020	H5N8	2020-12-27			France	Europe		1704
OP597586.1	A/swan/Rostov/2299-2/2020	H5N5	2020-12-29	Anatidae	8830	Russia: Rostov	Europe		1735
OM373246.1	A/eurasian coot/Shandong/W6143/2020	H5N8	2020-12-31	Fulica atra	9121	China: Shandong province	Asia		1704
OM868039.1	A/goose/Hebei/HG12/2021	H5N8	2021-01	Anatidae	8830	China: Hebei	Asia		1704
OK022463.1	A/black swan/France/21P000799_HA/2021	H5N8	2021-01-04	Cygnus atratus	8868	France	Europe		1701
OR772988.1	A/Crow/Dhaka/BDADC-551/2021	H5N1	2021-01-05	Corvus	30420	Bangladesh: Dhaka	Asia		1758
OL354982.1	A/Duck/Egypt/A19643/2021	H5N8	2021-01-26	Anas sp.	42806	Egypt	Africa		1777
OK022519.1	A/swan/France/21P004161_HA/2021	H5N8	2021-01-27	Anatidae	8830	France	Europe		1701
MZ166240.1	A/Mule_duck/France/21061/2021	H5N8	2021-01-28			France	Europe		1704
OR435515.1	A/Muscovy duck/Vietnam/HN6881/2021	H5N6	2021-01-29	Cairina moschata	8855	Viet Nam	Asia		1701
OR435476.1	A/Muscovy duck/Vietnam/HN6884/2021	H5N6	2021-01-29	Cairina moschata	8855	Viet Nam	Asia		1701
OR435522.1	A/duck/Vietnam/HN6893/2021	H5N6	2021-01-29	Anas sp.	42806	Viet Nam	Asia		1701
OR435469.1	A/duck/Vietnam/HN6894/2021	H5N6	2021-01-29	Anas sp.	42806	Viet Nam	Asia		1701
MW947143.1	A/goose/China/1/2021	H5N8	2021-01-29	Anatidae	8830	China	Asia		1742
OR048361.1	A/Eastern buzzard/Japan/KU-100/2021	H5N8	2021-02-01			Japan	Asia		1704
OR048681.1	A/hooded crane/Japan/KU-105/2021	H5N8	2021-02-03	Grus monacha	40818	Japan	Asia		1704
MW961468.1	A/chicken/Nigeria/VRD21-37_21VIR2288-2/2021	H5N1	2021-02-05	Gallus gallus	9031	Nigeria	Africa		1746
OR048689.1	A/hooded crane/Japan/KU-106/2021	H5N8	2021-02-05	Grus monacha	40818	Japan	Asia		1704
OL353696.1	A/chicken/Egypt/A19670/2021	H5N8	2021-02-10	Gallus gallus	9031	Egypt	Africa		1744
OL354899.1	A/chicken/Egypt/A19673/2021	H5N8	2021-02-10	Gallus gallus	9031	Egypt	Africa		1744
MW961428.1	A/chicken/Nigeria/VRD21-43_21VIR2288-4/2021	H5N8	2021-02-10	Gallus gallus	9031	Nigeria	Africa		1776
MW961492.1	A/chicken/Nigeria/VRD21-98_21VIR2288-6/2021	H5N1	2021-02-12	Gallus gallus	9031	Nigeria	Africa		1746
OP031598.1	A/duck/Egypt/Ismailia/2021	H5N8	2021-02-20	Anatidae	8830	Egypt	Africa		1776
PQ057045.1	A/goose/Guangdong/S230-HA.seq/2021	H5N6	2021-02-28	Anatidae	8830	China: Guangdong	Asia		1701
MW961452.1	A/chicken/Nigeria/VRD21-102_21VIR2370-424/2021	H5N1	2021-03-01	Gallus gallus	9031	Nigeria	Africa		1746
MW961460.1	A/chicken/Nigeria/VRD21-109_21VIR2370-425/2021	H5N1	2021-03-01	Gallus gallus	9031	Nigeria	Africa		1751
OP278667.1	A/Turkey/Egypt/Giza/2021	H5N8	2021-03-03	Meleagris gallopavo	9103	Egypt	Africa		1776
OP413016.1	A/chicken/Egypt/Menoufia/2021	H5N8	2021-03-03	Gallus gallus	9031	Egypt	Africa		1777
OK022543.1	A/chicken/France/21P007258_HA/2021	H5N8	2021-03-08	Gallus gallus	9031	France	Europe		1701
OQ423231.1	A/Duck/Cumilla/BAIV-404_HA/2021	H5N1	2021-03-11	Anatidae	8830	Bangladesh: Cumilla	Asia		1704
ON862696.1	A/duck/Shandong/SD0261/2021	H5N6	2021-03-12	Anatidae	8830	China: Shandong	Asia		1704
OK022583.1	A/brant goose/France/21P007579_HA/2021	H5N1	2021-03-17			France	Europe		1748
OK022567.1	A/common buzzard/France/21P007573_HA/2021	H5N8	2021-03-22	Buteo buteo	30397	France	Europe		1701
OP597570.1	A/pelican/Dagestan/397-1/2021	H5N5	2021-04-01	Pelecanidae	30444	Russia: Dagestan	Europe		1735
OP597554.1	A/dalmatian pelican/Astrakhan/417-1/2021	H5N5	2021-04-06	Pelecanus crispus	36300	Russia: Astrakhan	Europe		1735
OP597562.1	A/dalmatian pelican/Astrakhan/417-2/2021	H5N5	2021-04-06	Pelecanus crispus	36300	Russia: Astrakhan	Europe		1735
OK022607.1	A/chicken/France/21P008654_HA/2021	H5N8	2021-04-19	Gallus gallus	9031	France	Europe		1701
OR539411.1	A/Duck/Vientiane/749/2021	H5N6	2021-04-20	Anatidae	8830	Laos: Vientiane	Asia		1773
OK022615.1	A/chicken/France/21P008986_HA/2021	H5N8	2021-04-26	Gallus gallus	9031	France	Europe		1701
ON862712.1	A/duck/Sichuan/SC4822/2021	H5N6	2021-05-01	Anatidae	8830	China: Sichuan	Asia		1704
ON862720.1	A/duck/Sichuan/SC5698/2021	H5N6	2021-05-01	Anatidae	8830	China: Sichuan	Asia		1704
PP422362.1	A/chicken/Algeria/CS/2021	H5N8	2021-05-25	Gallus gallus	9031	Algeria	Africa		1714
ON366874.1	A/Sanderling/Delaware/518/2021	H5N2	2021-06-01	Calidris alba	279936	USA	North America		1741
